date,equity_proxy,exposure_pct_proxy,n_positions_proxy,equity_percentile,exposure_pct_percentile,n_positions_percentile,benchmark_close
2016-09-26,100000000.0,0.0,0,100000000.0,0.0,0,2146.10009765625
2016-09-27,100000000.0,0.0,0,100000000.0,0.0,0,2159.929931640625
2016-09-28,100213476.86650333,30.22381687588634,4,100213476.86650333,30.22381687588634,4,2171.3701171875
2016-09-29,99906914.93679658,60.06688307708372,8,100128851.9038502,52.63641227357353,7,2151.1298828125
2016-09-30,100416393.36897877,75.60701797818835,10,100624825.06364909,68.20962323577734,9,2168.27001953125
2016-10-03,99968789.71508503,100.0,14,100198116.08158956,100.0,14,2161.199951171875
2016-10-04,99622329.39173211,100.0,14,99834177.77362032,100.0,14,2150.489990234375
2016-10-05,100714882.51630703,100.0,14,101076985.11132483,100.0,14,2159.72998046875
2016-10-06,101008083.93001997,100.0,14,101387534.81422074,100.0,14,2160.77001953125
2016-10-07,100625739.59086394,100.0,14,101065065.38737574,100.0,14,2153.739990234375
2016-10-10,101038329.69379257,100.0,14,101510313.22339746,100.0,14,2163.659912109375
2016-10-11,99498047.54895458,100.0,14,100000413.8786264,100.0,14,2136.72998046875
2016-10-12,99593472.69322026,92.92441215930539,13,100129817.82607968,98.25754154827467,13,2139.179931640625
2016-10-13,98881564.53086846,92.87347072486182,13,99340960.22924468,98.24370484301592,13,2132.550048828125
2016-10-14,98974671.34677657,100.0,14,99584139.6360295,100.0,14,2132.97998046875
2016-10-17,98361573.62971388,100.0,14,99042302.09909253,100.0,14,2126.5
2016-10-18,99016287.06986849,100.0,14,99791117.80589046,100.0,14,2139.60009765625
2016-10-19,98965103.40497227,100.0,14,99744075.30540985,100.0,14,2144.2900390625
2016-10-20,99003316.52414724,100.0,14,99828526.04021007,100.0,14,2141.340087890625
2016-10-21,98919143.24991763,100.0,14,99765594.41931532,100.0,14,2141.159912109375
2016-10-24,99884787.49855746,100.0,14,100776039.19993512,100.0,14,2151.330078125
2016-10-25,98581795.24587747,100.0,14,99571209.81360018,100.0,14,2143.159912109375
2016-10-26,98119213.65558656,100.0,14,99388860.06016481,100.0,14,2139.429931640625
2016-10-27,98140477.44333969,94.1471906546947,13,99722391.09318888,98.67330787151538,13,2133.0400390625
2016-10-28,97769025.8209982,100.0,14,99464565.03527254,100.0,14,2126.409912109375
2016-10-31,97358946.57937083,93.40461327014172,13,99010669.95781754,93.51463933557736,13,2126.14990234375
2016-11-01,96044307.8288594,100.0,14,97732251.93061829,100.0,14,2111.719970703125
2016-11-02,94398810.22992997,92.86822669616372,13,96057960.78783065,92.9914094658044,13,2097.93994140625
2016-11-03,94159600.91612986,71.29852453073072,10,95855239.34509991,71.72143147306052,10,2088.659912109375
2016-11-04,93881277.39611652,93.17494266825162,13,95599911.15570451,93.6009786123471,13,2085.179931640625
2016-11-07,95725812.58933869,100.0,14,97538104.15360329,100.0,14,2131.52001953125
2016-11-08,96151012.94257586,100.0,14,97986515.0487132,100.0,14,2139.56005859375
2016-11-09,97675840.07017425,100.0,14,99678257.19003175,100.0,14,2163.260009765625
2016-11-10,97313836.13796206,100.0,14,99525812.73191355,100.0,14,2167.47998046875
2016-11-11,97726512.79938366,100.0,14,99928465.57247904,100.0,14,2164.449951171875
2016-11-14,97770267.17737755,100.0,14,99976085.33791722,100.0,14,2164.199951171875
2016-11-15,98586920.84949513,100.0,14,100831357.29090586,100.0,14,2180.389892578125
2016-11-16,98139803.29619601,100.0,14,100292395.63221654,100.0,14,2176.93994140625
2016-11-17,98952001.11832444,100.0,14,101143259.85123079,100.0,14,2187.1201171875
2016-11-18,99256702.72849075,100.0,14,101443322.97199036,100.0,14,2181.89990234375
2016-11-21,99882823.45027697,100.0,14,102055885.13509624,100.0,14,2198.179931640625
2016-11-22,100492161.94695069,100.0,14,102653787.82314348,100.0,14,2202.93994140625
2016-11-23,101202867.71515729,100.0,14,103470420.71964596,100.0,14,2204.719970703125
2016-11-25,101649152.63137364,100.0,14,103877681.24038152,100.0,14,2213.35009765625
2016-11-28,100505446.65223926,100.0,14,102646716.14287326,100.0,14,2201.719970703125
2016-11-29,100936435.77603477,100.0,14,103024809.63250819,100.0,14,2204.659912109375
2016-11-30,100844481.40141314,100.0,14,103023879.65719926,100.0,14,2198.81005859375
2016-12-01,99899614.07493915,100.0,14,102348401.6678362,100.0,14,2191.080078125
2016-12-02,99761546.77379303,100.0,14,102133105.69374514,100.0,14,2191.949951171875
2016-12-05,101111417.99754626,100.0,14,103639950.86743098,100.0,14,2204.7099609375
2016-12-06,101799356.23337859,100.0,14,104280354.78527522,100.0,14,2212.22998046875
2016-12-07,103189566.83962978,100.0,14,105728842.46217644,100.0,14,2241.35009765625
2016-12-08,103749173.00365211,100.0,14,106291291.89404157,100.0,14,2246.18994140625
2016-12-09,103329912.44351304,100.0,14,105897760.8325805,100.0,14,2259.530029296875
2016-12-12,102842476.16948266,100.0,14,105363274.0892482,100.0,14,2256.9599609375
2016-12-13,103031725.91112106,100.0,14,105505722.39676683,100.0,14,2271.719970703125
2016-12-14,102353462.03165619,100.0,14,104614041.0813218,100.0,14,2253.280029296875
2016-12-15,103394706.01083127,100.0,14,105664835.14202678,100.0,14,2262.030029296875
2016-12-16,102324822.69803095,100.0,14,104474782.31449696,100.0,14,2258.070068359375
2016-12-19,102412030.57025203,100.0,14,104533170.77059399,100.0,14,2262.530029296875
2016-12-20,103122162.27433039,100.0,14,105284323.81507975,100.0,14,2270.760009765625
2016-12-21,102445825.26458542,100.0,14,104703821.32467702,100.0,14,2265.179931640625
2016-12-22,101637332.58278291,100.0,14,103848392.78776543,100.0,14,2260.9599609375
2016-12-23,102128449.49686816,100.0,14,104324041.60338181,100.0,14,2263.7900390625
2016-12-27,102274857.56538174,100.0,14,104475735.33225209,100.0,14,2268.8798828125
2016-12-28,100926267.96591385,100.0,14,103098549.61561085,100.0,14,2249.919921875
2016-12-29,100865481.97020802,100.0,14,103040101.69227394,100.0,14,2249.260009765625
2016-12-30,100501613.04308379,100.0,14,102698551.05871247,100.0,14,2238.830078125
2017-01-03,101072646.75614469,99.62140319771848,14,103288148.85119323,99.7881191839193,14,2257.830078125
2017-01-04,102387317.70213626,100.0,15,104622781.03027159,100.0,15,2270.75
2017-01-05,101808111.60352936,100.0,15,103901766.37247707,100.0,15,2269.0
2017-01-06,101757893.96693847,100.0,15,103880654.51482916,100.0,15,2276.97998046875
2017-01-09,100287643.05393985,100.0,16,102309532.61838374,100.0,16,2268.89990234375
2017-01-10,101271239.42615461,100.0,16,103327646.97972783,100.0,16,2268.89990234375
2017-01-11,101710912.89122114,100.0,16,103808564.04094782,100.0,16,2275.320068359375
2017-01-12,100813038.76608033,100.0,16,102906974.17559049,100.0,16,2270.43994140625
2017-01-13,101286069.88993174,100.0,16,103395342.5984626,100.0,16,2274.639892578125
2017-01-17,99969503.55570608,100.0,16,102011539.25128768,100.0,16,2267.889892578125
2017-01-18,101315949.71741727,100.0,16,103506993.6566802,100.0,16,2271.889892578125
2017-01-19,103331758.3949597,100.0,16,105484975.52582373,100.0,16,2263.68994140625
2017-01-20,103610139.22291611,100.0,16,105746125.49408144,100.0,16,2271.31005859375
2017-01-23,103780972.55385448,100.0,16,105974826.35041943,100.0,17,2265.199951171875
2017-01-24,106503326.7566014,100.0,16,108781296.42099938,100.0,17,2280.070068359375
2017-01-25,107519071.63240506,100.0,16,109791904.30906075,100.0,17,2298.3701171875
2017-01-26,108442193.47336763,100.0,16,110732396.04093823,100.0,17,2296.679931640625
2017-01-27,108019240.98252557,100.0,16,110314015.04704349,100.0,17,2294.68994140625
2017-01-30,107424544.40465948,100.0,16,109684648.66754615,100.0,17,2280.89990234375
2017-01-31,106959042.3488452,100.0,16,109171594.30493653,100.0,17,2278.8701171875
2017-02-01,107402451.1641388,100.0,16,109624829.01888074,100.0,17,2279.550048828125
2017-02-02,107061625.5205292,100.0,16,109334091.75337818,100.0,17,2280.85009765625
2017-02-03,108182801.30197662,100.0,17,110562390.53104296,100.0,18,2297.419921875
2017-02-06,109080216.23567246,100.0,17,111354749.00567204,100.0,18,2292.56005859375
2017-02-07,108931242.15940216,100.0,17,111221421.0165095,100.0,18,2293.080078125
2017-02-08,108837454.79240339,95.26914654007305,16,111647756.17852761,98.93777097174954,17,2294.669921875
2017-02-09,110212221.31505144,100.0,17,113058980.4764548,100.0,18,2307.8701171875
2017-02-10,111289344.93296693,100.0,17,114034803.93577561,100.0,18,2316.10009765625
2017-02-13,111686625.22172727,100.0,17,114323450.83993459,100.0,18,2328.25
2017-02-14,111898275.62374805,100.0,17,114465478.95138994,100.0,18,2337.580078125
2017-02-15,112345703.98032507,100.0,17,114997447.29679151,100.0,18,2349.25
2017-02-16,112320602.31989007,100.0,17,114826606.27961707,100.0,18,2347.219970703125
2017-02-17,112192573.72641289,100.0,17,114858464.44921316,100.0,18,2351.159912109375
2017-02-21,114118323.89194818,100.0,17,116737320.92174388,100.0,18,2365.3798828125
2017-02-22,113188846.35270265,100.0,17,115998973.71072797,100.0,18,2362.820068359375
2017-02-23,112405192.3530339,100.0,17,115334617.66039267,100.0,18,2363.81005859375
2017-02-24,112623484.66139346,100.0,17,115668520.55245976,100.0,18,2367.340087890625
2017-02-27,112916158.17574367,100.0,17,116100045.5212512,100.0,18,2369.75
2017-02-28,111719695.29245096,100.0,17,114834281.37854229,100.0,18,2363.639892578125
2017-03-01,114244678.0609034,100.0,17,117394371.3209686,100.0,18,2395.9599609375
2017-03-02,111133391.19735385,100.0,17,114322556.28945635,100.0,18,2381.919921875
2017-03-03,111023528.85528865,100.0,17,113979899.58444981,100.0,18,2383.1201171875
2017-03-06,110778537.95279773,100.0,17,113528172.35727382,100.0,18,2375.31005859375
2017-03-07,110286737.82088505,100.0,17,113156930.36958925,93.10064759108245,17,2368.389892578125
2017-03-08,109768450.86607017,100.0,17,112779606.61413072,100.0,18,2362.97998046875
2017-03-09,109247510.7897974,100.0,17,112450679.35983239,100.0,18,2364.8701171875
2017-03-10,110172375.75661016,100.0,17,113554748.99065669,100.0,18,2372.60009765625
2017-03-13,110611387.13190784,100.0,17,114093638.76640013,100.0,18,2373.469970703125
2017-03-14,109647439.18975857,100.0,18,113323429.51699562,100.0,19,2365.449951171875
2017-03-15,110784829.2001269,100.0,18,114361327.80609523,100.0,19,2385.260009765625
