date,equity_proxy,exposure_pct_proxy,n_positions_proxy,equity_percentile,exposure_pct_percentile,n_positions_percentile,benchmark_close
2016-09-26,100000000.0,0.0,0,100000000.0,0.0,0,686.760009765625
2016-09-27,99758966.61097656,14.690907737916191,2,99758966.61097656,14.690907737916191,2,687.989990234375
2016-09-28,99832547.35257812,22.254490620432918,3,99832547.35257812,22.254490620432918,3,686.760009765625
2016-09-29,100133195.50960937,45.137921159634345,6,100133195.50960937,45.137921159634345,6,689.8300170898438
2016-09-30,100692650.41097656,45.442738430618505,6,100692650.41097656,45.442738430618505,6,681.2100219726562
2016-10-04,102123632.39554685,53.72645453617846,7,102123632.39554685,53.72645453617846,7,685.8800048828125
2016-10-05,102686712.63699609,68.89669323102098,9,102686712.63699609,68.89669323102098,9,685.4400024414062
2016-10-06,102514276.92258202,76.41474580099312,10,102514276.92258202,76.41474580099312,10,684.3300170898438
2016-10-07,100319459.1958789,84.63062955222459,11,100160119.30291015,76.91566630214768,10,675.9000244140625
2016-10-10,98764171.55134764,84.38860056958669,11,98494490.91561131,84.27436038281911,11,674.739990234375
2016-10-11,97940284.60095702,76.77520122828267,10,97681207.5301621,76.64151174920663,10,670.6400146484375
2016-10-12,96977503.3083242,54.70931490491454,7,96715284.4323535,54.513709736990364,7,669.9500122070312
2016-10-13,95682053.3786367,54.096119297690805,7,95424939.94358397,53.89864009177868,7,663.0900268554688
2016-10-14,96256463.2726992,39.33650361636462,5,95989138.97583006,39.09419741715093,5,664.9199829101562
2016-10-17,96242536.78457421,39.67150841377723,5,95973095.65196288,39.40433359939633,5,659.8300170898438
2016-10-18,96444504.56582421,39.79784439991434,5,96172692.54063475,39.530093897471055,5,660.2899780273438
2016-10-19,95465711.15957421,39.18060212279031,5,95201668.19102538,38.913321603877115,5,661.260009765625
2016-10-20,94718978.44863671,38.70112235433965,5,94462611.81358397,38.435391781923215,5,655.6799926757812
2016-10-21,95227475.58707422,31.979611401941455,4,94953892.66930664,31.68477532405163,4,651.77001953125
2016-10-24,95004812.04019922,31.82019146667911,4,94729287.29723632,31.52279831679026,4,647.8800048828125
2016-10-25,94330200.89957422,31.3325972713564,4,94055468.89977539,31.032223990379137,4,640.1699829101562
2016-10-26,94245314.30269921,23.502481073072957,3,93978536.80583006,23.18544662517309,3,635.510009765625
2016-10-27,95195415.59957421,24.265967334280248,3,94907994.56852537,23.93771078634085,3,648.5700073242188
2016-10-28,94737633.7276992,31.445185096004707,4,94453426.33551756,31.10913448025196,4,640.1699829101562
2016-10-31,93880997.5401992,30.819642794443837,4,93607280.0972363,30.48640784348906,4,624.6799926757812
2016-11-01,94349283.4151992,31.163007184020085,4,94068875.1050488,30.827510329074514,4,626.3800048828125
2016-11-02,93038275.8839492,30.19302128141244,4,92762495.76325193,29.853350343584417,4,606.0599975585938
2016-11-03,92980881.10394922,15.646691034509974,2,92705510.25637694,15.291669569130182,2,609.989990234375
2016-11-04,93804789.35394922,16.38758483801533,2,93505247.74075194,16.016168233335797,2,610.8200073242188
2016-11-07,94661992.21332422,17.144729280893582,2,94329061.655791,16.749633064144174,2,622.1699829101562
2016-11-08,94625720.71019922,24.65044061876915,3,94285535.64973632,24.27586780560931,3,624.1900024414062
2016-11-09,93175415.30144922,9.656853522884218,1,92846730.49965818,9.255367817280478,1,599.739990234375
2016-11-10,93655880.77019922,10.120324282686086,1,93305596.0953613,9.701638903323671,1,623.22998046875
2016-11-11,93175415.30144922,9.656853522884218,1,92846730.49965818,9.255367817280478,1,621.8900146484375
2016-11-14,93362163.31857422,17.336792285858298,2,93029204.10133786,16.933140821652636,2,621.22998046875
2016-11-15,93302782.24044922,17.284182596442104,2,92968219.38747068,16.878651140423777,2,617.4299926757812
2016-11-16,93542275.16232422,17.495956928003757,2,93205064.67360349,17.089872491144725,2,627.8300170898438
2016-11-17,93632087.03732422,17.575094785952206,2,93289129.68141599,17.164584738333325,2,627.760009765625
2016-11-18,93786189.83419922,17.710529527976558,2,93435449.9753613,17.29430533488811,2,620.260009765625
