rs_mode,symbol,signal_date,signal_close,rs_at_signal,entry_date,entry_price,qty,desired_qty,partial,stop_price,entry_cost,cost_basis,exit_date,exit_price,exit_type,exit_cost,net_pnl,pnl_pct,price_pnl_pct,bars_held,days_held,exit_signal_date
proxy,003230.KS,2016-09-26,42000.0,71.75727262510154,2016-09-27,40200.0,255.0,255.0,False,37386.0,20502.0,10271502.0,2016-09-28,37386.0,STOP,19066.86,-757138.8599999994,-7.371257485029934,-6.999999999999995,2,1,
proxy,018880.KS,2016-09-27,13350.0,36.907811348578534,2016-09-28,13350.0,805.0,805.0,False,12415.5,21493.5,10768243.5,2016-09-30,12415.5,STOP,19988.955,-793754.9550000001,-7.371257485029941,-6.999999999999995,3,2,
proxy,003490.KS,2016-09-28,22946.728515625,21.90901034601787,2016-09-29,22817.99609375,461.0,461.0,False,21220.7363671875,21038.1923984375,10540134.391617188,2016-10-05,21220.7363671875,STOP,19565.518930546878,-776940.4452742971,-7.3712574850299415,-7.000000000000006,4,6,
proxy,003230.KS,2016-09-29,45750.0,87.67298223530344,2016-09-30,46700.0,231.0,231.0,False,43431.0,21575.4,10809275.4,2016-10-07,43431.0,STOP,20065.122,-796779.5219999999,-7.371257485029939,-6.999999999999995,5,7,
proxy,005070.KS,2016-09-27,5063.5458984375,103.09579832800986,2016-09-28,5161.263671875,2124.0,2124.0,False,4799.97521484375,21925.048078125,10984449.087140625,2016-10-10,4799.97521484375,STOP,20390.294712656254,-809692.0255251564,-7.3712574850299415,-6.999999999999995,8,12,
proxy,005930.KS,2016-10-06,33820.0,24.048201389376544,2016-10-07,34000.0,44.0,309.0,True,31619.999999999996,2992.0,1498992.0,2016-10-11,31619.999999999996,STOP,2782.5599999999995,-110494.56000000029,-7.37125748502996,-7.000000000000006,3,4,
proxy,036570.KS,2016-10-05,303500.0,31.243002439960854,2016-10-06,303000.0,34.0,34.0,False,281790.0,20604.0,10322604.0,2016-10-12,281790.0,STOP,19161.72,-760905.7200000007,-7.371257485029947,-6.999999999999995,5,6,
proxy,066970.KS,2016-09-29,17365.162109375,109.9027603252469,2016-09-30,17365.162109375,609.0,609.0,False,16149.60076171875,21150.76744921875,10596534.492058594,2016-10-13,16149.60076171875,STOP,19670.213727773436,-781097.8418996502,-7.371257485029957,-7.000000000000006,9,13,
proxy,011780.KS,2016-10-04,73300.0,25.128073154371478,2016-10-05,73300.0,145.0,145.0,False,68169.0,21257.0,10649757.0,2016-10-31,67000.0,STOP,19430.0,-954187.0,-8.959706780164092,-8.594815825375168,19,26,
proxy,009540.KS,2016-10-07,97605.0703125,45.85963989366197,2016-10-10,97931.515625,102.0,105.0,True,91076.30953125,19978.0291875,10008992.6229375,2016-11-01,91076.30953125,STOP,18579.567144375,-737788.6178943757,-7.371257485029947,-7.000000000000006,17,22,
